t,m,c,o,d,value
2055,Ni,concentrate,EU27,EU27,
2055,Ni,concentrate,EU27,CHN,
2055,Ni,concentrate,EU27,ROW,
2055,Ni,concentrate,CHN,EU27,
2055,Ni,concentrate,CHN,CHN,
2055,Ni,concentrate,CHN,ROW,
2055,Ni,concentrate,ROW,EU27,
2055,Ni,concentrate,ROW,CHN,
2055,Ni,concentrate,ROW,ROW,
2055,Ni,refined_metal,EU27,EU27,
2055,Ni,refined_metal,EU27,CHN,
2055,Ni,refined_metal,EU27,ROW,
2055,Ni,refined_metal,CHN,EU27,
2055,Ni,refined_metal,CHN,CHN,
2055,Ni,refined_metal,CHN,ROW,
2055,Ni,refined_metal,ROW,EU27,
2055,Ni,refined_metal,ROW,CHN,
2055,Ni,refined_metal,ROW,ROW,
2055,Ni,scrap,EU27,EU27,
2055,Ni,scrap,EU27,CHN,
2055,Ni,scrap,EU27,ROW,
2055,Ni,scrap,CHN,EU27,
2055,Ni,scrap,CHN,CHN,
2055,Ni,scrap,CHN,ROW,
2055,Ni,scrap,ROW,EU27,
2055,Ni,scrap,ROW,CHN,
2055,Ni,scrap,ROW,ROW,
2055,Sn,concentrate,EU27,EU27,
2055,Sn,concentrate,EU27,CHN,
2055,Sn,concentrate,EU27,ROW,
2055,Sn,concentrate,CHN,EU27,
2055,Sn,concentrate,CHN,CHN,
2055,Sn,concentrate,CHN,ROW,
2055,Sn,concentrate,ROW,EU27,
2055,Sn,concentrate,ROW,CHN,
2055,Sn,concentrate,ROW,ROW,
2055,Sn,refined_metal,EU27,EU27,
2055,Sn,refined_metal,EU27,CHN,
2055,Sn,refined_metal,EU27,ROW,
2055,Sn,refined_metal,CHN,EU27,
2055,Sn,refined_metal,CHN,CHN,
2055,Sn,refined_metal,CHN,ROW,
2055,Sn,refined_metal,ROW,EU27,
2055,Sn,refined_metal,ROW,CHN,
2055,Sn,refined_metal,ROW,ROW,
2055,Sn,scrap,EU27,EU27,
2055,Sn,scrap,EU27,CHN,
2055,Sn,scrap,EU27,ROW,
2055,Sn,scrap,CHN,EU27,
2055,Sn,scrap,CHN,CHN,
2055,Sn,scrap,CHN,ROW,
2055,Sn,scrap,ROW,EU27,
2055,Sn,scrap,ROW,CHN,
2055,Sn,scrap,ROW,ROW,
2056,Zn,concentrate,EU27,EU27,
2056,Zn,concentrate,EU27,CHN,
2056,Zn,concentrate,EU27,ROW,
2056,Zn,concentrate,CHN,EU27,
2056,Zn,concentrate,CHN,CHN,
2056,Zn,concentrate,CHN,ROW,
2056,Zn,concentrate,ROW,EU27,
2056,Zn,concentrate,ROW,CHN,
2056,Zn,concentrate,ROW,ROW,
2056,Zn,refined_metal,EU27,EU27,
2056,Zn,refined_metal,EU27,CHN,
2056,Zn,refined_metal,EU27,ROW,
2056,Zn,refined_metal,CHN,EU27,
2056,Zn,refined_metal,CHN,CHN,
2056,Zn,refined_metal,CHN,ROW,
2056,Zn,refined_metal,ROW,EU27,
2056,Zn,refined_metal,ROW,CHN,
2056,Zn,refined_metal,ROW,ROW,
2056,Zn,scrap,EU27,EU27,
2056,Zn,scrap,EU27,CHN,
2056,Zn,scrap,EU27,ROW,
2056,Zn,scrap,CHN,EU27,
2056,Zn,scrap,CHN,CHN,
2056,Zn,scrap,CHN,ROW,
2056,Zn,scrap,ROW,EU27,
2056,Zn,scrap,ROW,CHN,
2056,Zn,scrap,ROW,ROW,
2056,Ni,concentrate,EU27,EU27,
2056,Ni,concentrate,EU27,CHN,
2056,Ni,concentrate,EU27,ROW,
2056,Ni,concentrate,CHN,EU27,
2056,Ni,concentrate,CHN,CHN,
2056,Ni,concentrate,CHN,ROW,
2056,Ni,concentrate,ROW,EU27,
2056,Ni,concentrate,ROW,CHN,
2056,Ni,concentrate,ROW,ROW,
2056,Ni,refined_metal,EU27,EU27,
2056,Ni,refined_metal,EU27,CHN,
2056,Ni,refined_metal,EU27,ROW,
2056,Ni,refined_metal,CHN,EU27,
2056,Ni,refined_metal,CHN,CHN,
2056,Ni,refined_metal,CHN,ROW,
2056,Ni,refined_metal,ROW,EU27,
2056,Ni,refined_metal,ROW,CHN,
2056,Ni,refined_metal,ROW,ROW,
2056,Ni,scrap,EU27,EU27,
2056,Ni,scrap,EU27,CHN,
2056,Ni,scrap,EU27,ROW,
2056,Ni,scrap,CHN,EU27,
2056,Ni,scrap,CHN,CHN,
2056,Ni,scrap,CHN,ROW,
2056,Ni,scrap,ROW,EU27,
2056,Ni,scrap,ROW,CHN,
2056,Ni,scrap,ROW,ROW,
2056,Sn,concentrate,EU27,EU27,
2056,Sn,concentrate,EU27,CHN,
2056,Sn,concentrate,EU27,ROW,
2056,Sn,concentrate,CHN,EU27,
2056,Sn,concentrate,CHN,CHN,
2056,Sn,concentrate,CHN,ROW,
2056,Sn,concentrate,ROW,EU27,
2056,Sn,concentrate,ROW,CHN,
2056,Sn,concentrate,ROW,ROW,
2056,Sn,refined_metal,EU27,EU27,
2056,Sn,refined_metal,EU27,CHN,
2056,Sn,refined_metal,EU27,ROW,
2056,Sn,refined_metal,CHN,EU27,
2056,Sn,refined_metal,CHN,CHN,
2056,Sn,refined_metal,CHN,ROW,
2056,Sn,refined_metal,ROW,EU27,
2056,Sn,refined_metal,ROW,CHN,
2056,Sn,refined_metal,ROW,ROW,
2056,Sn,scrap,EU27,EU27,
2056,Sn,scrap,EU27,CHN,
2056,Sn,scrap,EU27,ROW,
2056,Sn,scrap,CHN,EU27,
2056,Sn,scrap,CHN,CHN,
2056,Sn,scrap,CHN,ROW,
2056,Sn,scrap,ROW,EU27,
2056,Sn,scrap,ROW,CHN,
2056,Sn,scrap,ROW,ROW,
2057,Zn,concentrate,EU27,EU27,
2057,Zn,concentrate,EU27,CHN,
2057,Zn,concentrate,EU27,ROW,
2057,Zn,concentrate,CHN,EU27,
2057,Zn,concentrate,CHN,CHN,
2057,Zn,concentrate,CHN,ROW,
2057,Zn,concentrate,ROW,EU27,
2057,Zn,concentrate,ROW,CHN,
2057,Zn,concentrate,ROW,ROW,
2057,Zn,refined_metal,EU27,EU27,
2057,Zn,refined_metal,EU27,CHN,
2057,Zn,refined_metal,EU27,ROW,
2057,Zn,refined_metal,CHN,EU27,
2057,Zn,refined_metal,CHN,CHN,
2057,Zn,refined_metal,CHN,ROW,
2057,Zn,refined_metal,ROW,EU27,
2057,Zn,refined_metal,ROW,CHN,
2057,Zn,refined_metal,ROW,ROW,
2057,Zn,scrap,EU27,EU27,
2057,Zn,scrap,EU27,CHN,
2057,Zn,scrap,EU27,ROW,
2057,Zn,scrap,CHN,EU27,
2057,Zn,scrap,CHN,CHN,
2057,Zn,scrap,CHN,ROW,
2057,Zn,scrap,ROW,EU27,
2057,Zn,scrap,ROW,CHN,
2057,Zn,scrap,ROW,ROW,
2057,Ni,concentrate,EU27,EU27,
2057,Ni,concentrate,EU27,CHN,
2057,Ni,concentrate,EU27,ROW,
2057,Ni,concentrate,CHN,EU27,
2057,Ni,concentrate,CHN,CHN,
2057,Ni,concentrate,CHN,ROW,
2057,Ni,concentrate,ROW,EU27,
2057,Ni,concentrate,ROW,CHN,
2057,Ni,concentrate,ROW,ROW,
2057,Ni,refined_metal,EU27,EU27,
2057,Ni,refined_metal,EU27,CHN,
2057,Ni,refined_metal,EU27,ROW,
2057,Ni,refined_metal,CHN,EU27,
2057,Ni,refined_metal,CHN,CHN,
2057,Ni,refined_metal,CHN,ROW,
2057,Ni,refined_metal,ROW,EU27,
2057,Ni,refined_metal,ROW,CHN,
2057,Ni,refined_metal,ROW,ROW,
2057,Ni,scrap,EU27,EU27,
2057,Ni,scrap,EU27,CHN,
2057,Ni,scrap,EU27,ROW,
2057,Ni,scrap,CHN,EU27,
2057,Ni,scrap,CHN,CHN,
2057,Ni,scrap,CHN,ROW,
2057,Ni,scrap,ROW,EU27,
2057,Ni,scrap,ROW,CHN,
2057,Ni,scrap,ROW,ROW,
2057,Sn,concentrate,EU27,EU27,
2057,Sn,concentrate,EU27,CHN,
2057,Sn,concentrate,EU27,ROW,
2057,Sn,concentrate,CHN,EU27,
2057,Sn,concentrate,CHN,CHN,
2057,Sn,concentrate,CHN,ROW,
2057,Sn,concentrate,ROW,EU27,
2057,Sn,concentrate,ROW,CHN,
2057,Sn,concentrate,ROW,ROW,
2057,Sn,refined_metal,EU27,EU27,
2057,Sn,refined_metal,EU27,CHN,
2057,Sn,refined_metal,EU27,ROW,
2057,Sn,refined_metal,CHN,EU27,
2057,Sn,refined_metal,CHN,CHN,
2057,Sn,refined_metal,CHN,ROW,
2057,Sn,refined_metal,ROW,EU27,
2057,Sn,refined_metal,ROW,CHN,
2057,Sn,refined_metal,ROW,ROW,
2057,Sn,scrap,EU27,EU27,
2057,Sn,scrap,EU27,CHN,
2057,Sn,scrap,EU27,ROW,
2057,Sn,scrap,CHN,EU27,
2057,Sn,scrap,CHN,CHN,
2057,Sn,scrap,CHN,ROW,
2057,Sn,scrap,ROW,EU27,
2057,Sn,scrap,ROW,CHN,
2057,Sn,scrap,ROW,ROW,
2058,Zn,concentrate,EU27,EU27,
2058,Zn,concentrate,EU27,CHN,
2058,Zn,concentrate,EU27,ROW,
2058,Zn,concentrate,CHN,EU27,
2058,Zn,concentrate,CHN,CHN,
2058,Zn,concentrate,CHN,ROW,
2058,Zn,concentrate,ROW,EU27,
2058,Zn,concentrate,ROW,CHN,
2058,Zn,concentrate,ROW,ROW,
2058,Zn,refined_metal,EU27,EU27,
2058,Zn,refined_metal,EU27,CHN,
2058,Zn,refined_metal,EU27,ROW,
2058,Zn,refined_metal,CHN,EU27,
2058,Zn,refined_metal,CHN,CHN,
2058,Zn,refined_metal,CHN,ROW,
2058,Zn,refined_metal,ROW,EU27,
2058,Zn,refined_metal,ROW,CHN,
2058,Zn,refined_metal,ROW,ROW,
2058,Zn,scrap,EU27,EU27,
2058,Zn,scrap,EU27,CHN,
2058,Zn,scrap,EU27,ROW,
2058,Zn,scrap,CHN,EU27,
2058,Zn,scrap,CHN,CHN,
2058,Zn,scrap,CHN,ROW,
2058,Zn,scrap,ROW,EU27,
2058,Zn,scrap,ROW,CHN,
2058,Zn,scrap,ROW,ROW,
2058,Ni,concentrate,EU27,EU27,
2058,Ni,concentrate,EU27,CHN,
2058,Ni,concentrate,EU27,ROW,
2058,Ni,concentrate,CHN,EU27,
2058,Ni,concentrate,CHN,CHN,
2058,Ni,concentrate,CHN,ROW,
2058,Ni,concentrate,ROW,EU27,
2058,Ni,concentrate,ROW,CHN,
2058,Ni,concentrate,ROW,ROW,
2058,Ni,refined_metal,EU27,EU27,
2058,Ni,refined_metal,EU27,CHN,
2058,Ni,refined_metal,EU27,ROW,
2058,Ni,refined_metal,CHN,EU27,
2058,Ni,refined_metal,CHN,CHN,
2058,Ni,refined_metal,CHN,ROW,
2058,Ni,refined_metal,ROW,EU27,
2058,Ni,refined_metal,ROW,CHN,
2058,Ni,refined_metal,ROW,ROW,
2058,Ni,scrap,EU27,EU27,
2058,Ni,scrap,EU27,CHN,
2058,Ni,scrap,EU27,ROW,
2058,Ni,scrap,CHN,EU27,
2058,Ni,scrap,CHN,CHN,
2058,Ni,scrap,CHN,ROW,
2058,Ni,scrap,ROW,EU27,
2058,Ni,scrap,ROW,CHN,
2058,Ni,scrap,ROW,ROW,
2058,Sn,concentrate,EU27,EU27,
2058,Sn,concentrate,EU27,CHN,
2058,Sn,concentrate,EU27,ROW,
2058,Sn,concentrate,CHN,EU27,
2058,Sn,concentrate,CHN,CHN,
2058,Sn,concentrate,CHN,ROW,
2058,Sn,concentrate,ROW,EU27,
2058,Sn,concentrate,ROW,CHN,
2058,Sn,concentrate,ROW,ROW,
2058,Sn,refined_metal,EU27,EU27,
2058,Sn,refined_metal,EU27,CHN,
2058,Sn,refined_metal,EU27,ROW,
2058,Sn,refined_metal,CHN,EU27,
2058,Sn,refined_metal,CHN,CHN,
2058,Sn,refined_metal,CHN,ROW,
2058,Sn,refined_metal,ROW,EU27,
2058,Sn,refined_metal,ROW,CHN,
2058,Sn,refined_metal,ROW,ROW,
2058,Sn,scrap,EU27,EU27,
2058,Sn,scrap,EU27,CHN,
2058,Sn,scrap,EU27,ROW,
2058,Sn,scrap,CHN,EU27,
2058,Sn,scrap,CHN,CHN,
2058,Sn,scrap,CHN,ROW,
2058,Sn,scrap,ROW,EU27,
2058,Sn,scrap,ROW,CHN,
2058,Sn,scrap,ROW,ROW,
2059,Zn,concentrate,EU27,EU27,
2059,Zn,concentrate,EU27,CHN,
2059,Zn,concentrate,EU27,ROW,
2059,Zn,concentrate,CHN,EU27,
2059,Zn,concentrate,CHN,CHN,
2059,Zn,concentrate,CHN,ROW,
2059,Zn,concentrate,ROW,EU27,
2059,Zn,concentrate,ROW,CHN,
2059,Zn,concentrate,ROW,ROW,
2059,Zn,refined_metal,EU27,EU27,
2059,Zn,refined_metal,EU27,CHN,
2059,Zn,refined_metal,EU27,ROW,
2059,Zn,refined_metal,CHN,EU27,
2059,Zn,refined_metal,CHN,CHN,
2059,Zn,refined_metal,CHN,ROW,
2059,Zn,refined_metal,ROW,EU27,
2059,Zn,refined_metal,ROW,CHN,
2059,Zn,refined_metal,ROW,ROW,
2059,Zn,scrap,EU27,EU27,
2059,Zn,scrap,EU27,CHN,
2059,Zn,scrap,EU27,ROW,
2059,Zn,scrap,CHN,EU27,
2059,Zn,scrap,CHN,CHN,
2059,Zn,scrap,CHN,ROW,
2059,Zn,scrap,ROW,EU27,
2059,Zn,scrap,ROW,CHN,
2059,Zn,scrap,ROW,ROW,
2059,Ni,concentrate,EU27,EU27,
2059,Ni,concentrate,EU27,CHN,
2059,Ni,concentrate,EU27,ROW,
2059,Ni,concentrate,CHN,EU27,
2059,Ni,concentrate,CHN,CHN,
2059,Ni,concentrate,CHN,ROW,
2059,Ni,concentrate,ROW,EU27,
2059,Ni,concentrate,ROW,CHN,
2059,Ni,concentrate,ROW,ROW,
2059,Ni,refined_metal,EU27,EU27,
2059,Ni,refined_metal,EU27,CHN,
2059,Ni,refined_metal,EU27,ROW,
2059,Ni,refined_metal,CHN,EU27,
2059,Ni,refined_metal,CHN,CHN,
2059,Ni,refined_metal,CHN,ROW,
2059,Ni,refined_metal,ROW,EU27,
2059,Ni,refined_metal,ROW,CHN,
2059,Ni,refined_metal,ROW,ROW,
2059,Ni,scrap,EU27,EU27,
2059,Ni,scrap,EU27,CHN,
2059,Ni,scrap,EU27,ROW,
2059,Ni,scrap,CHN,EU27,
2059,Ni,scrap,CHN,CHN,
2059,Ni,scrap,CHN,ROW,
2059,Ni,scrap,ROW,EU27,
2059,Ni,scrap,ROW,CHN,
2059,Ni,scrap,ROW,ROW,
2059,Sn,concentrate,EU27,EU27,
2059,Sn,concentrate,EU27,CHN,
2059,Sn,concentrate,EU27,ROW,
2059,Sn,concentrate,CHN,EU27,
2059,Sn,concentrate,CHN,CHN,
2059,Sn,concentrate,CHN,ROW,
2059,Sn,concentrate,ROW,EU27,
2059,Sn,concentrate,ROW,CHN,
2059,Sn,concentrate,ROW,ROW,
2059,Sn,refined_metal,EU27,EU27,
2059,Sn,refined_metal,EU27,CHN,
2059,Sn,refined_metal,EU27,ROW,
2059,Sn,refined_metal,CHN,EU27,
2059,Sn,refined_metal,CHN,CHN,
2059,Sn,refined_metal,CHN,ROW,
2059,Sn,refined_metal,ROW,EU27,
2059,Sn,refined_metal,ROW,CHN,
2059,Sn,refined_metal,ROW,ROW,
2059,Sn,scrap,EU27,EU27,
2059,Sn,scrap,EU27,CHN,
2059,Sn,scrap,EU27,ROW,
2059,Sn,scrap,CHN,EU27,
2059,Sn,scrap,CHN,CHN,
2059,Sn,scrap,CHN,ROW,
2059,Sn,scrap,ROW,EU27,
2059,Sn,scrap,ROW,CHN,
2059,Sn,scrap,ROW,ROW,
2060,Zn,concentrate,EU27,EU27,
2060,Zn,concentrate,EU27,CHN,
2060,Zn,concentrate,EU27,ROW,
2060,Zn,concentrate,CHN,EU27,
2060,Zn,concentrate,CHN,CHN,
2060,Zn,concentrate,CHN,ROW,
2060,Zn,concentrate,ROW,EU27,
2060,Zn,concentrate,ROW,CHN,
2060,Zn,concentrate,ROW,ROW,
2060,Zn,refined_metal,EU27,EU27,
2060,Zn,refined_metal,EU27,CHN,
2060,Zn,refined_metal,EU27,ROW,
2060,Zn,refined_metal,CHN,EU27,
2060,Zn,refined_metal,CHN,CHN,
2060,Zn,refined_metal,CHN,ROW,
2060,Zn,refined_metal,ROW,EU27,
2060,Zn,refined_metal,ROW,CHN,
2060,Zn,refined_metal,ROW,ROW,
2060,Zn,scrap,EU27,EU27,
2060,Zn,scrap,EU27,CHN,
2060,Zn,scrap,EU27,ROW,
2060,Zn,scrap,CHN,EU27,
2060,Zn,scrap,CHN,CHN,
2060,Zn,scrap,CHN,ROW,
2060,Zn,scrap,ROW,EU27,
2060,Zn,scrap,ROW,CHN,
2060,Zn,scrap,ROW,ROW,
2060,Ni,concentrate,EU27,EU27,
2060,Ni,concentrate,EU27,CHN,
2060,Ni,concentrate,EU27,ROW,
2060,Ni,concentrate,CHN,EU27,
2060,Ni,concentrate,CHN,CHN,
2060,Ni,concentrate,CHN,ROW,
2060,Ni,concentrate,ROW,EU27,
2060,Ni,concentrate,ROW,CHN,
2060,Ni,concentrate,ROW,ROW,
2060,Ni,refined_metal,EU27,EU27,
2060,Ni,refined_metal,EU27,CHN,
2060,Ni,refined_metal,EU27,ROW,
2060,Ni,refined_metal,CHN,EU27,
2060,Ni,refined_metal,CHN,CHN,
2060,Ni,refined_metal,CHN,ROW,
2060,Ni,refined_metal,ROW,EU27,
2060,Ni,refined_metal,ROW,CHN,
2060,Ni,refined_metal,ROW,ROW,
2060,Ni,scrap,EU27,EU27,
2060,Ni,scrap,EU27,CHN,
2060,Ni,scrap,EU27,ROW,
2060,Ni,scrap,CHN,EU27,
2060,Ni,scrap,CHN,CHN,
2060,Ni,scrap,CHN,ROW,
2060,Ni,scrap,ROW,EU27,
2060,Ni,scrap,ROW,CHN,
2060,Ni,scrap,ROW,ROW,
2060,Sn,concentrate,EU27,EU27,
2060,Sn,concentrate,EU27,CHN,
2060,Sn,concentrate,EU27,ROW,
2060,Sn,concentrate,CHN,EU27,
2060,Sn,concentrate,CHN,CHN,
2060,Sn,concentrate,CHN,ROW,
2060,Sn,concentrate,ROW,EU27,
2060,Sn,concentrate,ROW,CHN,
2060,Sn,concentrate,ROW,ROW,
2060,Sn,refined_metal,EU27,EU27,
2060,Sn,refined_metal,EU27,CHN,
2060,Sn,refined_metal,EU27,ROW,
2060,Sn,refined_metal,CHN,EU27,
2060,Sn,refined_metal,CHN,CHN,
2060,Sn,refined_metal,CHN,ROW,
2060,Sn,refined_metal,ROW,EU27,
2060,Sn,refined_metal,ROW,CHN,
2060,Sn,refined_metal,ROW,ROW,
2060,Sn,scrap,EU27,EU27,
2060,Sn,scrap,EU27,CHN,
2060,Sn,scrap,EU27,ROW,
2060,Sn,scrap,CHN,EU27,
2060,Sn,scrap,CHN,CHN,
2060,Sn,scrap,CHN,ROW,
2060,Sn,scrap,ROW,EU27,
2060,Sn,scrap,ROW,CHN,
2060,Sn,scrap,ROW,ROW,
2061,Zn,concentrate,EU27,EU27,
2061,Zn,concentrate,EU27,CHN,
2061,Zn,concentrate,EU27,ROW,
2061,Zn,concentrate,CHN,EU27,
2061,Zn,concentrate,CHN,CHN,
2061,Zn,concentrate,CHN,ROW,
2061,Zn,concentrate,ROW,EU27,
2061,Zn,concentrate,ROW,CHN,
2061,Zn,concentrate,ROW,ROW,
2061,Zn,refined_metal,EU27,EU27,
2061,Zn,refined_metal,EU27,CHN,
2061,Zn,refined_metal,EU27,ROW,
2061,Zn,refined_metal,CHN,EU27,
2061,Zn,refined_metal,CHN,CHN,
2061,Zn,refined_metal,CHN,ROW,
2061,Zn,refined_metal,ROW,EU27,
2061,Zn,refined_metal,ROW,CHN,
2061,Zn,refined_metal,ROW,ROW,
2061,Zn,scrap,EU27,EU27,
2061,Zn,scrap,EU27,CHN,
2061,Zn,scrap,EU27,ROW,
2061,Zn,scrap,CHN,EU27,
2061,Zn,scrap,CHN,CHN,
2061,Zn,scrap,CHN,ROW,
2061,Zn,scrap,ROW,EU27,
2061,Zn,scrap,ROW,CHN,
2061,Zn,scrap,ROW,ROW,
2061,Ni,concentrate,EU27,EU27,
2061,Ni,concentrate,EU27,CHN,
2061,Ni,concentrate,EU27,ROW,
2061,Ni,concentrate,CHN,EU27,
2061,Ni,concentrate,CHN,CHN,
2061,Ni,concentrate,CHN,ROW,
2061,Ni,concentrate,ROW,EU27,
2061,Ni,concentrate,ROW,CHN,
2061,Ni,concentrate,ROW,ROW,
2061,Ni,refined_metal,EU27,EU27,
2061,Ni,refined_metal,EU27,CHN,
2061,Ni,refined_metal,EU27,ROW,
2061,Ni,refined_metal,CHN,EU27,
2061,Ni,refined_metal,CHN,CHN,
2061,Ni,refined_metal,CHN,ROW,
2061,Ni,refined_metal,ROW,EU27,
2061,Ni,refined_metal,ROW,CHN,
2061,Ni,refined_metal,ROW,ROW,
2061,Ni,scrap,EU27,EU27,
2061,Ni,scrap,EU27,CHN,
2061,Ni,scrap,EU27,ROW,
2061,Ni,scrap,CHN,EU27,
2061,Ni,scrap,CHN,CHN,
2061,Ni,scrap,CHN,ROW,
2061,Ni,scrap,ROW,EU27,
2061,Ni,scrap,ROW,CHN,
2061,Ni,scrap,ROW,ROW,
2061,Sn,concentrate,EU27,EU27,
2061,Sn,concentrate,EU27,CHN,
2061,Sn,concentrate,EU27,ROW,
2061,Sn,concentrate,CHN,EU27,
2061,Sn,concentrate,CHN,CHN,
2061,Sn,concentrate,CHN,ROW,
2061,Sn,concentrate,ROW,EU27,
2061,Sn,concentrate,ROW,CHN,
2061,Sn,concentrate,ROW,ROW,
2061,Sn,refined_metal,EU27,EU27,
2061,Sn,refined_metal,EU27,CHN,
2061,Sn,refined_metal,EU27,ROW,
2061,Sn,refined_metal,CHN,EU27,
2061,Sn,refined_metal,CHN,CHN,
2061,Sn,refined_metal,CHN,ROW,
2061,Sn,refined_metal,ROW,EU27,
2061,Sn,refined_metal,ROW,CHN,
2061,Sn,refined_metal,ROW,ROW,
2061,Sn,scrap,EU27,EU27,
2061,Sn,scrap,EU27,CHN,
2061,Sn,scrap,EU27,ROW,
2061,Sn,scrap,CHN,EU27,
2061,Sn,scrap,CHN,CHN,
2061,Sn,scrap,CHN,ROW,
2061,Sn,scrap,ROW,EU27,
2061,Sn,scrap,ROW,CHN,
2061,Sn,scrap,ROW,ROW,
2062,Zn,concentrate,EU27,EU27,
2062,Zn,concentrate,EU27,CHN,
2062,Zn,concentrate,EU27,ROW,
2062,Zn,concentrate,CHN,EU27,
2062,Zn,concentrate,CHN,CHN,
2062,Zn,concentrate,CHN,ROW,
2062,Zn,concentrate,ROW,EU27,
2062,Zn,concentrate,ROW,CHN,
2062,Zn,concentrate,ROW,ROW,
2062,Zn,refined_metal,EU27,EU27,
2062,Zn,refined_metal,EU27,CHN,
2062,Zn,refined_metal,EU27,ROW,
2062,Zn,refined_metal,CHN,EU27,
2062,Zn,refined_metal,CHN,CHN,
2062,Zn,refined_metal,CHN,ROW,
2062,Zn,refined_metal,ROW,EU27,
2062,Zn,refined_metal,ROW,CHN,
2062,Zn,refined_metal,ROW,ROW,
2062,Zn,scrap,EU27,EU27,
2062,Zn,scrap,EU27,CHN,
2062,Zn,scrap,EU27,ROW,
2062,Zn,scrap,CHN,EU27,
2062,Zn,scrap,CHN,CHN,
2062,Zn,scrap,CHN,ROW,
2062,Zn,scrap,ROW,EU27,
2062,Zn,scrap,ROW,CHN,
2062,Zn,scrap,ROW,ROW,
2062,Ni,concentrate,EU27,EU27,
2062,Ni,concentrate,EU27,CHN,
2062,Ni,concentrate,EU27,ROW,
2062,Ni,concentrate,CHN,EU27,
2062,Ni,concentrate,CHN,CHN,
2062,Ni,concentrate,CHN,ROW,
2062,Ni,concentrate,ROW,EU27,
2062,Ni,concentrate,ROW,CHN,
2062,Ni,concentrate,ROW,ROW,
2062,Ni,refined_metal,EU27,EU27,
2062,Ni,refined_metal,EU27,CHN,
2062,Ni,refined_metal,EU27,ROW,
2062,Ni,refined_metal,CHN,EU27,
2062,Ni,refined_metal,CHN,CHN,
2062,Ni,refined_metal,CHN,ROW,
2062,Ni,refined_metal,ROW,EU27,
2062,Ni,refined_metal,ROW,CHN,
2062,Ni,refined_metal,ROW,ROW,
2062,Ni,scrap,EU27,EU27,
2062,Ni,scrap,EU27,CHN,
2062,Ni,scrap,EU27,ROW,
2062,Ni,scrap,CHN,EU27,
2062,Ni,scrap,CHN,CHN,
2062,Ni,scrap,CHN,ROW,
2062,Ni,scrap,ROW,EU27,
2062,Ni,scrap,ROW,CHN,
2062,Ni,scrap,ROW,ROW,
2062,Sn,concentrate,EU27,EU27,
2062,Sn,concentrate,EU27,CHN,
2062,Sn,concentrate,EU27,ROW,
2062,Sn,concentrate,CHN,EU27,
2062,Sn,concentrate,CHN,CHN,
2062,Sn,concentrate,CHN,ROW,
2062,Sn,concentrate,ROW,EU27,
2062,Sn,concentrate,ROW,CHN,
2062,Sn,concentrate,ROW,ROW,
2062,Sn,refined_metal,EU27,EU27,
2062,Sn,refined_metal,EU27,CHN,
2062,Sn,refined_metal,EU27,ROW,
2062,Sn,refined_metal,CHN,EU27,
2062,Sn,refined_metal,CHN,CHN,
2062,Sn,refined_metal,CHN,ROW,
2062,Sn,refined_metal,ROW,EU27,
2062,Sn,refined_metal,ROW,CHN,
2062,Sn,refined_metal,ROW,ROW,
2062,Sn,scrap,EU27,EU27,
2062,Sn,scrap,EU27,CHN,
2062,Sn,scrap,EU27,ROW,
2062,Sn,scrap,CHN,EU27,
2062,Sn,scrap,CHN,CHN,
2062,Sn,scrap,CHN,ROW,
2062,Sn,scrap,ROW,EU27,
2062,Sn,scrap,ROW,CHN,
2062,Sn,scrap,ROW,ROW,
2063,Zn,concentrate,EU27,EU27,
2063,Zn,concentrate,EU27,CHN,
2063,Zn,concentrate,EU27,ROW,
2063,Zn,concentrate,CHN,EU27,
2063,Zn,concentrate,CHN,CHN,
2063,Zn,concentrate,CHN,ROW,
2063,Zn,concentrate,ROW,EU27,
2063,Zn,concentrate,ROW,CHN,
2063,Zn,concentrate,ROW,ROW,
2063,Zn,refined_metal,EU27,EU27,
2063,Zn,refined_metal,EU27,CHN,
2063,Zn,refined_metal,EU27,ROW,
2063,Zn,refined_metal,CHN,EU27,
2063,Zn,refined_metal,CHN,CHN,
2063,Zn,refined_metal,CHN,ROW,
2063,Zn,refined_metal,ROW,EU27,
2063,Zn,refined_metal,ROW,CHN,
2063,Zn,refined_metal,ROW,ROW,
2063,Zn,scrap,EU27,EU27,
2063,Zn,scrap,EU27,CHN,
2063,Zn,scrap,EU27,ROW,
2063,Zn,scrap,CHN,EU27,
2063,Zn,scrap,CHN,CHN,
2063,Zn,scrap,CHN,ROW,
2063,Zn,scrap,ROW,EU27,
2063,Zn,scrap,ROW,CHN,
2063,Zn,scrap,ROW,ROW,
2063,Ni,concentrate,EU27,EU27,
2063,Ni,concentrate,EU27,CHN,
2063,Ni,concentrate,EU27,ROW,
2063,Ni,concentrate,CHN,EU27,
2063,Ni,concentrate,CHN,CHN,
2063,Ni,concentrate,CHN,ROW,
2063,Ni,concentrate,ROW,EU27,
2063,Ni,concentrate,ROW,CHN,
2063,Ni,concentrate,ROW,ROW,
2063,Ni,refined_metal,EU27,EU27,
2063,Ni,refined_metal,EU27,CHN,
2063,Ni,refined_metal,EU27,ROW,
2063,Ni,refined_metal,CHN,EU27,
2063,Ni,refined_metal,CHN,CHN,
2063,Ni,refined_metal,CHN,ROW,
2063,Ni,refined_metal,ROW,EU27,
2063,Ni,refined_metal,ROW,CHN,
