t,m,c,o,d,value
2080,Sn,scrap,CHN,ROW,0.5279113426336293
2080,Sn,scrap,EU27,CHN,1.5788467682462255e-05
2080,Sn,scrap,EU27,EU27,0.9365753347372956
2080,Sn,scrap,EU27,ROW,0.0634088767950218
2080,Sn,scrap,ROW,CHN,0.0064160816937945
2080,Sn,scrap,ROW,EU27,0.3058311548155801
2080,Sn,scrap,ROW,ROW,0.6877527634906253
2080,Zn,concentrate,CHN,CHN,0.0
2080,Zn,concentrate,CHN,EU27,0.0449565582127373
2080,Zn,concentrate,CHN,ROW,0.9550434417872626
2080,Zn,concentrate,EU27,CHN,0.002868473980986
2080,Zn,concentrate,EU27,EU27,0.8179218039373856
2080,Zn,concentrate,EU27,ROW,0.1792097220816284
2080,Zn,concentrate,ROW,CHN,0.3998828524928574
2080,Zn,concentrate,ROW,EU27,0.2201734074485398
2080,Zn,concentrate,ROW,ROW,0.3799437400586027
2080,Zn,refined_metal,CHN,CHN,0.0
2080,Zn,refined_metal,CHN,EU27,0.0179787161524505
2080,Zn,refined_metal,CHN,ROW,0.9820212838475496
2080,Zn,refined_metal,EU27,CHN,0.0053391454494938
2080,Zn,refined_metal,EU27,EU27,0.684812561317299
2080,Zn,refined_metal,EU27,ROW,0.3098482932332072
2080,Zn,refined_metal,ROW,CHN,0.13198767903899
2080,Zn,refined_metal,ROW,EU27,0.0867204830131791
2080,Zn,refined_metal,ROW,ROW,0.7812918379478309
2080,Zn,scrap,CHN,CHN,0.0
2080,Zn,scrap,CHN,EU27,0.0009319914701686
2080,Zn,scrap,CHN,ROW,0.9990680085298316
2080,Zn,scrap,EU27,CHN,1.2458267057626303e-06
2080,Zn,scrap,EU27,EU27,0.7315934033475929
2080,Zn,scrap,EU27,ROW,0.2684053508257012
2080,Zn,scrap,ROW,CHN,0.0590969615508527
2080,Zn,scrap,ROW,EU27,0.1547936449067952
2080,Zn,scrap,ROW,ROW,0.7861093935423521
2081,Ni,concentrate,CHN,CHN,0.0
2081,Ni,concentrate,CHN,EU27,0.0001550547073651
2081,Ni,concentrate,CHN,ROW,0.9998449452926348
2081,Ni,concentrate,EU27,CHN,0.7102881434912228
2081,Ni,concentrate,EU27,EU27,0.0189285802787236
2081,Ni,concentrate,EU27,ROW,0.2707832762300535
2081,Ni,concentrate,ROW,CHN,0.5613420413623663
2081,Ni,concentrate,ROW,EU27,0.0831175552036698
2081,Ni,concentrate,ROW,ROW,0.3555404034339638
2081,Ni,refined_metal,CHN,CHN,0.0
2081,Ni,refined_metal,CHN,EU27,0.1072403349784696
2081,Ni,refined_metal,CHN,ROW,0.8927596650215305
2081,Ni,refined_metal,EU27,CHN,0.0760592087984161
2081,Ni,refined_metal,EU27,EU27,0.6080797265105355
2081,Ni,refined_metal,EU27,ROW,0.3158610646910482
2081,Ni,refined_metal,ROW,CHN,0.3822710933256303
2081,Ni,refined_metal,ROW,EU27,0.2081347783662218
2081,Ni,refined_metal,ROW,ROW,0.4095941283081478
2081,Ni,scrap,CHN,CHN,0.0
2081,Ni,scrap,CHN,EU27,0.0018930756094466
2081,Ni,scrap,CHN,ROW,0.9981069243905534
2081,Ni,scrap,EU27,CHN,1.4549126588909948e-05
2081,Ni,scrap,EU27,EU27,0.5263503152028316
2081,Ni,scrap,EU27,ROW,0.4736351356705794
2081,Ni,scrap,ROW,CHN,0.0167796129014816
2081,Ni,scrap,ROW,EU27,0.1430408377823348
2081,Ni,scrap,ROW,ROW,0.8401795493161835
2081,Sn,concentrate,CHN,CHN,0.0
2081,Sn,concentrate,CHN,EU27,0.0004900171025576
2081,Sn,concentrate,CHN,ROW,0.9995099828974424
2081,Sn,concentrate,EU27,CHN,0.0132634342816005
2081,Sn,concentrate,EU27,EU27,0.1177108174936125
2081,Sn,concentrate,EU27,ROW,0.869025748224787
2081,Sn,concentrate,ROW,CHN,0.7198121857664451
2081,Sn,concentrate,ROW,EU27,0.0045644194003885
2081,Sn,concentrate,ROW,ROW,0.2756233948331664
2081,Sn,refined_metal,CHN,CHN,0.0
2081,Sn,refined_metal,CHN,EU27,0.1269214378918029
2081,Sn,refined_metal,CHN,ROW,0.873078562108197
2081,Sn,refined_metal,EU27,CHN,0.0019308422827321
2081,Sn,refined_metal,EU27,EU27,0.76094453613886
2081,Sn,refined_metal,EU27,ROW,0.2371246215784078
2081,Sn,refined_metal,ROW,CHN,0.1390520498122988
2081,Sn,refined_metal,ROW,EU27,0.2305191388863352
2081,Sn,refined_metal,ROW,ROW,0.630428811301366
2081,Sn,scrap,CHN,CHN,0.0
2081,Sn,scrap,CHN,EU27,0.4720886573663708
2081,Sn,scrap,CHN,ROW,0.5279113426336293
2081,Sn,scrap,EU27,CHN,1.5788467682462255e-05
2081,Sn,scrap,EU27,EU27,0.9365753347372956
2081,Sn,scrap,EU27,ROW,0.0634088767950218
2081,Sn,scrap,ROW,CHN,0.0064160816937945
2081,Sn,scrap,ROW,EU27,0.3058311548155801
2081,Sn,scrap,ROW,ROW,0.6877527634906253
2081,Zn,concentrate,CHN,CHN,0.0
2081,Zn,concentrate,CHN,EU27,0.0449565582127373
2081,Zn,concentrate,CHN,ROW,0.9550434417872626
2081,Zn,concentrate,EU27,CHN,0.002868473980986
2081,Zn,concentrate,EU27,EU27,0.8179218039373856
2081,Zn,concentrate,EU27,ROW,0.1792097220816284
2081,Zn,concentrate,ROW,CHN,0.3998828524928574
2081,Zn,concentrate,ROW,EU27,0.2201734074485398
2081,Zn,concentrate,ROW,ROW,0.3799437400586027
2081,Zn,refined_metal,CHN,CHN,0.0
2081,Zn,refined_metal,CHN,EU27,0.0179787161524505
2081,Zn,refined_metal,CHN,ROW,0.9820212838475496
2081,Zn,refined_metal,EU27,CHN,0.0053391454494938
2081,Zn,refined_metal,EU27,EU27,0.684812561317299
2081,Zn,refined_metal,EU27,ROW,0.3098482932332072
2081,Zn,refined_metal,ROW,CHN,0.13198767903899
2081,Zn,refined_metal,ROW,EU27,0.0867204830131791
2081,Zn,refined_metal,ROW,ROW,0.7812918379478309
2081,Zn,scrap,CHN,CHN,0.0
2081,Zn,scrap,CHN,EU27,0.0009319914701686
2081,Zn,scrap,CHN,ROW,0.9990680085298316
2081,Zn,scrap,EU27,CHN,1.2458267057626303e-06
2081,Zn,scrap,EU27,EU27,0.7315934033475929
2081,Zn,scrap,EU27,ROW,0.2684053508257012
2081,Zn,scrap,ROW,CHN,0.0590969615508527
2081,Zn,scrap,ROW,EU27,0.1547936449067952
2081,Zn,scrap,ROW,ROW,0.7861093935423521
2082,Ni,concentrate,CHN,CHN,0.0
2082,Ni,concentrate,CHN,EU27,0.0001550547073651
2082,Ni,concentrate,CHN,ROW,0.9998449452926348
2082,Ni,concentrate,EU27,CHN,0.7102881434912228
2082,Ni,concentrate,EU27,EU27,0.0189285802787236
2082,Ni,concentrate,EU27,ROW,0.2707832762300535
2082,Ni,concentrate,ROW,CHN,0.5613420413623663
2082,Ni,concentrate,ROW,EU27,0.0831175552036698
2082,Ni,concentrate,ROW,ROW,0.3555404034339638
2082,Ni,refined_metal,CHN,CHN,0.0
2082,Ni,refined_metal,CHN,EU27,0.1072403349784696
2082,Ni,refined_metal,CHN,ROW,0.8927596650215305
2082,Ni,refined_metal,EU27,CHN,0.0760592087984161
2082,Ni,refined_metal,EU27,EU27,0.6080797265105355
2082,Ni,refined_metal,EU27,ROW,0.3158610646910482
2082,Ni,refined_metal,ROW,CHN,0.3822710933256303
2082,Ni,refined_metal,ROW,EU27,0.2081347783662218
2082,Ni,refined_metal,ROW,ROW,0.4095941283081478
2082,Ni,scrap,CHN,CHN,0.0
2082,Ni,scrap,CHN,EU27,0.0018930756094466
2082,Ni,scrap,CHN,ROW,0.9981069243905534
2082,Ni,scrap,EU27,CHN,1.4549126588909948e-05
2082,Ni,scrap,EU27,EU27,0.5263503152028316
2082,Ni,scrap,EU27,ROW,0.4736351356705794
2082,Ni,scrap,ROW,CHN,0.0167796129014816
2082,Ni,scrap,ROW,EU27,0.1430408377823348
2082,Ni,scrap,ROW,ROW,0.8401795493161835
2082,Sn,concentrate,CHN,CHN,0.0
2082,Sn,concentrate,CHN,EU27,0.0004900171025576
2082,Sn,concentrate,CHN,ROW,0.9995099828974424
2082,Sn,concentrate,EU27,CHN,0.0132634342816005
2082,Sn,concentrate,EU27,EU27,0.1177108174936125
2082,Sn,concentrate,EU27,ROW,0.869025748224787
2082,Sn,concentrate,ROW,CHN,0.7198121857664451
2082,Sn,concentrate,ROW,EU27,0.0045644194003885
2082,Sn,concentrate,ROW,ROW,0.2756233948331664
2082,Sn,refined_metal,CHN,CHN,0.0
2082,Sn,refined_metal,CHN,EU27,0.1269214378918029
2082,Sn,refined_metal,CHN,ROW,0.873078562108197
2082,Sn,refined_metal,EU27,CHN,0.0019308422827321
2082,Sn,refined_metal,EU27,EU27,0.76094453613886
2082,Sn,refined_metal,EU27,ROW,0.2371246215784078
2082,Sn,refined_metal,ROW,CHN,0.1390520498122988
2082,Sn,refined_metal,ROW,EU27,0.2305191388863352
2082,Sn,refined_metal,ROW,ROW,0.630428811301366
2082,Sn,scrap,CHN,CHN,0.0
2082,Sn,scrap,CHN,EU27,0.4720886573663708
2082,Sn,scrap,CHN,ROW,0.5279113426336293
2082,Sn,scrap,EU27,CHN,1.5788467682462255e-05
2082,Sn,scrap,EU27,EU27,0.9365753347372956
2082,Sn,scrap,EU27,ROW,0.0634088767950218
2082,Sn,scrap,ROW,CHN,0.0064160816937945
2082,Sn,scrap,ROW,EU27,0.3058311548155801
2082,Sn,scrap,ROW,ROW,0.6877527634906253
2082,Zn,concentrate,CHN,CHN,0.0
2082,Zn,concentrate,CHN,EU27,0.0449565582127373
2082,Zn,concentrate,CHN,ROW,0.9550434417872626
2082,Zn,concentrate,EU27,CHN,0.002868473980986
2082,Zn,concentrate,EU27,EU27,0.8179218039373856
2082,Zn,concentrate,EU27,ROW,0.1792097220816284
2082,Zn,concentrate,ROW,CHN,0.3998828524928574
2082,Zn,concentrate,ROW,EU27,0.2201734074485398
2082,Zn,concentrate,ROW,ROW,0.3799437400586027
2082,Zn,refined_metal,CHN,CHN,0.0
2082,Zn,refined_metal,CHN,EU27,0.0179787161524505
2082,Zn,refined_metal,CHN,ROW,0.9820212838475496
2082,Zn,refined_metal,EU27,CHN,0.0053391454494938
2082,Zn,refined_metal,EU27,EU27,0.684812561317299
2082,Zn,refined_metal,EU27,ROW,0.3098482932332072
2082,Zn,refined_metal,ROW,CHN,0.13198767903899
2082,Zn,refined_metal,ROW,EU27,0.0867204830131791
2082,Zn,refined_metal,ROW,ROW,0.7812918379478309
2082,Zn,scrap,CHN,CHN,0.0
2082,Zn,scrap,CHN,EU27,0.0009319914701686
2082,Zn,scrap,CHN,ROW,0.9990680085298316
2082,Zn,scrap,EU27,CHN,1.2458267057626303e-06
2082,Zn,scrap,EU27,EU27,0.7315934033475929
2082,Zn,scrap,EU27,ROW,0.2684053508257012
2082,Zn,scrap,ROW,CHN,0.0590969615508527
2082,Zn,scrap,ROW,EU27,0.1547936449067952
2082,Zn,scrap,ROW,ROW,0.7861093935423521
2083,Ni,concentrate,CHN,CHN,0.0
2083,Ni,concentrate,CHN,EU27,0.0001550547073651
2083,Ni,concentrate,CHN,ROW,0.9998449452926348
2083,Ni,concentrate,EU27,CHN,0.7102881434912228
2083,Ni,concentrate,EU27,EU27,0.0189285802787236
2083,Ni,concentrate,EU27,ROW,0.2707832762300535
2083,Ni,concentrate,ROW,CHN,0.5613420413623663
2083,Ni,concentrate,ROW,EU27,0.0831175552036698
2083,Ni,concentrate,ROW,ROW,0.3555404034339638
2083,Ni,refined_metal,CHN,CHN,0.0
2083,Ni,refined_metal,CHN,EU27,0.1072403349784696
2083,Ni,refined_metal,CHN,ROW,0.8927596650215305
2083,Ni,refined_metal,EU27,CHN,0.0760592087984161
2083,Ni,refined_metal,EU27,EU27,0.6080797265105355
2083,Ni,refined_metal,EU27,ROW,0.3158610646910482
2083,Ni,refined_metal,ROW,CHN,0.3822710933256303
2083,Ni,refined_metal,ROW,EU27,0.2081347783662218
2083,Ni,refined_metal,ROW,ROW,0.4095941283081478
2083,Ni,scrap,CHN,CHN,0.0
2083,Ni,scrap,CHN,EU27,0.0018930756094466
2083,Ni,scrap,CHN,ROW,0.9981069243905534
2083,Ni,scrap,EU27,CHN,1.4549126588909948e-05
2083,Ni,scrap,EU27,EU27,0.5263503152028316
2083,Ni,scrap,EU27,ROW,0.4736351356705794
2083,Ni,scrap,ROW,CHN,0.0167796129014816
2083,Ni,scrap,ROW,EU27,0.1430408377823348
2083,Ni,scrap,ROW,ROW,0.8401795493161835
2083,Sn,concentrate,CHN,CHN,0.0
2083,Sn,concentrate,CHN,EU27,0.0004900171025576
2083,Sn,concentrate,CHN,ROW,0.9995099828974424
2083,Sn,concentrate,EU27,CHN,0.0132634342816005
2083,Sn,concentrate,EU27,EU27,0.1177108174936125
2083,Sn,concentrate,EU27,ROW,0.869025748224787
2083,Sn,concentrate,ROW,CHN,0.7198121857664451
2083,Sn,concentrate,ROW,EU27,0.0045644194003885
2083,Sn,concentrate,ROW,ROW,0.2756233948331664
2083,Sn,refined_metal,CHN,CHN,0.0
2083,Sn,refined_metal,CHN,EU27,0.1269214378918029
2083,Sn,refined_metal,CHN,ROW,0.873078562108197
2083,Sn,refined_metal,EU27,CHN,0.0019308422827321
2083,Sn,refined_metal,EU27,EU27,0.76094453613886
2083,Sn,refined_metal,EU27,ROW,0.2371246215784078
2083,Sn,refined_metal,ROW,CHN,0.1390520498122988
2083,Sn,refined_metal,ROW,EU27,0.2305191388863352
2083,Sn,refined_metal,ROW,ROW,0.630428811301366
2083,Sn,scrap,CHN,CHN,0.0
2083,Sn,scrap,CHN,EU27,0.4720886573663708
2083,Sn,scrap,CHN,ROW,0.5279113426336293
2083,Sn,scrap,EU27,CHN,1.5788467682462255e-05
2083,Sn,scrap,EU27,EU27,0.9365753347372956
2083,Sn,scrap,EU27,ROW,0.0634088767950218
2083,Sn,scrap,ROW,CHN,0.0064160816937945
2083,Sn,scrap,ROW,EU27,0.3058311548155801
2083,Sn,scrap,ROW,ROW,0.6877527634906253
2083,Zn,concentrate,CHN,CHN,0.0
2083,Zn,concentrate,CHN,EU27,0.0449565582127373
2083,Zn,concentrate,CHN,ROW,0.9550434417872626
2083,Zn,concentrate,EU27,CHN,0.002868473980986
2083,Zn,concentrate,EU27,EU27,0.8179218039373856
2083,Zn,concentrate,EU27,ROW,0.1792097220816284
2083,Zn,concentrate,ROW,CHN,0.3998828524928574
2083,Zn,concentrate,ROW,EU27,0.2201734074485398
2083,Zn,concentrate,ROW,ROW,0.3799437400586027
2083,Zn,refined_metal,CHN,CHN,0.0
2083,Zn,refined_metal,CHN,EU27,0.0179787161524505
2083,Zn,refined_metal,CHN,ROW,0.9820212838475496
2083,Zn,refined_metal,EU27,CHN,0.0053391454494938
2083,Zn,refined_metal,EU27,EU27,0.684812561317299
2083,Zn,refined_metal,EU27,ROW,0.3098482932332072
2083,Zn,refined_metal,ROW,CHN,0.13198767903899
2083,Zn,refined_metal,ROW,EU27,0.0867204830131791
2083,Zn,refined_metal,ROW,ROW,0.7812918379478309
2083,Zn,scrap,CHN,CHN,0.0
2083,Zn,scrap,CHN,EU27,0.0009319914701686
2083,Zn,scrap,CHN,ROW,0.9990680085298316
2083,Zn,scrap,EU27,CHN,1.2458267057626303e-06
2083,Zn,scrap,EU27,EU27,0.7315934033475929
2083,Zn,scrap,EU27,ROW,0.2684053508257012
2083,Zn,scrap,ROW,CHN,0.0590969615508527
2083,Zn,scrap,ROW,EU27,0.1547936449067952
2083,Zn,scrap,ROW,ROW,0.7861093935423521
2084,Ni,concentrate,CHN,CHN,0.0
2084,Ni,concentrate,CHN,EU27,0.0001550547073651
2084,Ni,concentrate,CHN,ROW,0.9998449452926348
2084,Ni,concentrate,EU27,CHN,0.7102881434912228
2084,Ni,concentrate,EU27,EU27,0.0189285802787236
2084,Ni,concentrate,EU27,ROW,0.2707832762300535
2084,Ni,concentrate,ROW,CHN,0.5613420413623663
2084,Ni,concentrate,ROW,EU27,0.0831175552036698
2084,Ni,concentrate,ROW,ROW,0.3555404034339638
2084,Ni,refined_metal,CHN,CHN,0.0
2084,Ni,refined_metal,CHN,EU27,0.1072403349784696
2084,Ni,refined_metal,CHN,ROW,0.8927596650215305
2084,Ni,refined_metal,EU27,CHN,0.0760592087984161
2084,Ni,refined_metal,EU27,EU27,0.6080797265105355
2084,Ni,refined_metal,EU27,ROW,0.3158610646910482
2084,Ni,refined_metal,ROW,CHN,0.3822710933256303
2084,Ni,refined_metal,ROW,EU27,0.2081347783662218
2084,Ni,refined_metal,ROW,ROW,0.4095941283081478
2084,Ni,scrap,CHN,CHN,0.0
2084,Ni,scrap,CHN,EU27,0.0018930756094466
2084,Ni,scrap,CHN,ROW,0.9981069243905534
2084,Ni,scrap,EU27,CHN,1.4549126588909948e-05
2084,Ni,scrap,EU27,EU27,0.5263503152028316
2084,Ni,scrap,EU27,ROW,0.4736351356705794
2084,Ni,scrap,ROW,CHN,0.0167796129014816
2084,Ni,scrap,ROW,EU27,0.1430408377823348
2084,Ni,scrap,ROW,ROW,0.8401795493161835
2084,Sn,concentrate,CHN,CHN,0.0
2084,Sn,concentrate,CHN,EU27,0.0004900171025576
2084,Sn,concentrate,CHN,ROW,0.9995099828974424
2084,Sn,concentrate,EU27,CHN,0.0132634342816005
2084,Sn,concentrate,EU27,EU27,0.1177108174936125
2084,Sn,concentrate,EU27,ROW,0.869025748224787
2084,Sn,concentrate,ROW,CHN,0.7198121857664451
2084,Sn,concentrate,ROW,EU27,0.0045644194003885
2084,Sn,concentrate,ROW,ROW,0.2756233948331664
2084,Sn,refined_metal,CHN,CHN,0.0
2084,Sn,refined_metal,CHN,EU27,0.1269214378918029
2084,Sn,refined_metal,CHN,ROW,0.873078562108197
2084,Sn,refined_metal,EU27,CHN,0.0019308422827321
2084,Sn,refined_metal,EU27,EU27,0.76094453613886
2084,Sn,refined_metal,EU27,ROW,0.2371246215784078
2084,Sn,refined_metal,ROW,CHN,0.1390520498122988
2084,Sn,refined_metal,ROW,EU27,0.2305191388863352
2084,Sn,refined_metal,ROW,ROW,0.630428811301366
2084,Sn,scrap,CHN,CHN,0.0
2084,Sn,scrap,CHN,EU27,0.4720886573663708
2084,Sn,scrap,CHN,ROW,0.5279113426336293
2084,Sn,scrap,EU27,CHN,1.5788467682462255e-05
2084,Sn,scrap,EU27,EU27,0.9365753347372956
2084,Sn,scrap,EU27,ROW,0.0634088767950218
2084,Sn,scrap,ROW,CHN,0.0064160816937945
2084,Sn,scrap,ROW,EU27,0.3058311548155801
2084,Sn,scrap,ROW,ROW,0.6877527634906253
2084,Zn,concentrate,CHN,CHN,0.0
2084,Zn,concentrate,CHN,EU27,0.0449565582127373
2084,Zn,concentrate,CHN,ROW,0.9550434417872626
2084,Zn,concentrate,EU27,CHN,0.002868473980986
2084,Zn,concentrate,EU27,EU27,0.8179218039373856
2084,Zn,concentrate,EU27,ROW,0.1792097220816284
2084,Zn,concentrate,ROW,CHN,0.3998828524928574
2084,Zn,concentrate,ROW,EU27,0.2201734074485398
2084,Zn,concentrate,ROW,ROW,0.3799437400586027
2084,Zn,refined_metal,CHN,CHN,0.0
2084,Zn,refined_metal,CHN,EU27,0.0179787161524505
2084,Zn,refined_metal,CHN,ROW,0.9820212838475496
2084,Zn,refined_metal,EU27,CHN,0.0053391454494938
2084,Zn,refined_metal,EU27,EU27,0.684812561317299
2084,Zn,refined_metal,EU27,ROW,0.3098482932332072
2084,Zn,refined_metal,ROW,CHN,0.13198767903899
2084,Zn,refined_metal,ROW,EU27,0.0867204830131791
2084,Zn,refined_metal,ROW,ROW,0.7812918379478309
2084,Zn,scrap,CHN,CHN,0.0
2084,Zn,scrap,CHN,EU27,0.0009319914701686
2084,Zn,scrap,CHN,ROW,0.9990680085298316
2084,Zn,scrap,EU27,CHN,1.2458267057626303e-06
2084,Zn,scrap,EU27,EU27,0.7315934033475929
2084,Zn,scrap,EU27,ROW,0.2684053508257012
2084,Zn,scrap,ROW,CHN,0.0590969615508527
2084,Zn,scrap,ROW,EU27,0.1547936449067952
2084,Zn,scrap,ROW,ROW,0.7861093935423521
2085,Ni,concentrate,CHN,CHN,0.0
2085,Ni,concentrate,CHN,EU27,0.0001550547073651
2085,Ni,concentrate,CHN,ROW,0.9998449452926348
2085,Ni,concentrate,EU27,CHN,0.7102881434912228
2085,Ni,concentrate,EU27,EU27,0.0189285802787236
2085,Ni,concentrate,EU27,ROW,0.2707832762300535
2085,Ni,concentrate,ROW,CHN,0.5613420413623663
2085,Ni,concentrate,ROW,EU27,0.0831175552036698
2085,Ni,concentrate,ROW,ROW,0.3555404034339638
2085,Ni,refined_metal,CHN,CHN,0.0
2085,Ni,refined_metal,CHN,EU27,0.1072403349784696
2085,Ni,refined_metal,CHN,ROW,0.8927596650215305
2085,Ni,refined_metal,EU27,CHN,0.0760592087984161
2085,Ni,refined_metal,EU27,EU27,0.6080797265105355
2085,Ni,refined_metal,EU27,ROW,0.3158610646910482
2085,Ni,refined_metal,ROW,CHN,0.3822710933256303
2085,Ni,refined_metal,ROW,EU27,0.2081347783662218
2085,Ni,refined_metal,ROW,ROW,0.4095941283081478
2085,Ni,scrap,CHN,CHN,0.0
2085,Ni,scrap,CHN,EU27,0.0018930756094466
2085,Ni,scrap,CHN,ROW,0.9981069243905534
2085,Ni,scrap,EU27,CHN,1.4549126588909948e-05
2085,Ni,scrap,EU27,EU27,0.5263503152028316
2085,Ni,scrap,EU27,ROW,0.4736351356705794
2085,Ni,scrap,ROW,CHN,0.0167796129014816
2085,Ni,scrap,ROW,EU27,0.1430408377823348
2085,Ni,scrap,ROW,ROW,0.8401795493161835
2085,Sn,concentrate,CHN,CHN,0.0
2085,Sn,concentrate,CHN,EU27,0.0004900171025576
2085,Sn,concentrate,CHN,ROW,0.9995099828974424
2085,Sn,concentrate,EU27,CHN,0.0132634342816005
2085,Sn,concentrate,EU27,EU27,0.1177108174936125
2085,Sn,concentrate,EU27,ROW,0.869025748224787
2085,Sn,concentrate,ROW,CHN,0.7198121857664451
2085,Sn,concentrate,ROW,EU27,0.0045644194003885
2085,Sn,concentrate,ROW,ROW,0.2756233948331664
2085,Sn,refined_metal,CHN,CHN,0.0
2085,Sn,refined_metal,CHN,EU27,0.1269214378918029
2085,Sn,refined_metal,CHN,ROW,0.873078562108197
2085,Sn,refined_metal,EU27,CHN,0.0019308422827321
2085,Sn,refined_metal,EU27,EU27,0.76094453613886
2085,Sn,refined_metal,EU27,ROW,0.2371246215784078
2085,Sn,refined_metal,ROW,CHN,0.1390520498122988
2085,Sn,refined_metal,ROW,EU27,0.2305191388863352
2085,Sn,refined_metal,ROW,ROW,0.630428811301366
2085,Sn,scrap,CHN,CHN,0.0
2085,Sn,scrap,CHN,EU27,0.4720886573663708
2085,Sn,scrap,CHN,ROW,0.5279113426336293
2085,Sn,scrap,EU27,CHN,1.5788467682462255e-05
2085,Sn,scrap,EU27,EU27,0.9365753347372956
2085,Sn,scrap,EU27,ROW,0.0634088767950218
2085,Sn,scrap,ROW,CHN,0.0064160816937945
2085,Sn,scrap,ROW,EU27,0.3058311548155801
2085,Sn,scrap,ROW,ROW,0.6877527634906253
2085,Zn,concentrate,CHN,CHN,0.0
2085,Zn,concentrate,CHN,EU27,0.0449565582127373
2085,Zn,concentrate,CHN,ROW,0.9550434417872626
2085,Zn,concentrate,EU27,CHN,0.002868473980986
2085,Zn,concentrate,EU27,EU27,0.8179218039373856
2085,Zn,concentrate,EU27,ROW,0.1792097220816284
2085,Zn,concentrate,ROW,CHN,0.3998828524928574
2085,Zn,concentrate,ROW,EU27,0.2201734074485398
2085,Zn,concentrate,ROW,ROW,0.3799437400586027
2085,Zn,refined_metal,CHN,CHN,0.0
2085,Zn,refined_metal,CHN,EU27,0.0179787161524505
2085,Zn,refined_metal,CHN,ROW,0.9820212838475496
2085,Zn,refined_metal,EU27,CHN,0.0053391454494938
2085,Zn,refined_metal,EU27,EU27,0.684812561317299
2085,Zn,refined_metal,EU27,ROW,0.3098482932332072
2085,Zn,refined_metal,ROW,CHN,0.13198767903899
2085,Zn,refined_metal,ROW,EU27,0.0867204830131791
2085,Zn,refined_metal,ROW,ROW,0.7812918379478309
2085,Zn,scrap,CHN,CHN,0.0
2085,Zn,scrap,CHN,EU27,0.0009319914701686
2085,Zn,scrap,CHN,ROW,0.9990680085298316
2085,Zn,scrap,EU27,CHN,1.2458267057626303e-06
2085,Zn,scrap,EU27,EU27,0.7315934033475929
2085,Zn,scrap,EU27,ROW,0.2684053508257012
2085,Zn,scrap,ROW,CHN,0.0590969615508527
2085,Zn,scrap,ROW,EU27,0.1547936449067952
2085,Zn,scrap,ROW,ROW,0.7861093935423521
2086,Ni,concentrate,CHN,CHN,0.0
2086,Ni,concentrate,CHN,EU27,0.0001550547073651
2086,Ni,concentrate,CHN,ROW,0.9998449452926348
2086,Ni,concentrate,EU27,CHN,0.7102881434912228
2086,Ni,concentrate,EU27,EU27,0.0189285802787236
2086,Ni,concentrate,EU27,ROW,0.2707832762300535
2086,Ni,concentrate,ROW,CHN,0.5613420413623663
2086,Ni,concentrate,ROW,EU27,0.0831175552036698
2086,Ni,concentrate,ROW,ROW,0.3555404034339638
2086,Ni,refined_metal,CHN,CHN,0.0
2086,Ni,refined_metal,CHN,EU27,0.1072403349784696
2086,Ni,refined_metal,CHN,ROW,0.8927596650215305
2086,Ni,refined_metal,EU27,CHN,0.0760592087984161
2086,Ni,refined_metal,EU27,EU27,0.6080797265105355
2086,Ni,refined_metal,EU27,ROW,0.3158610646910482
2086,Ni,refined_metal,ROW,CHN,0.3822710933256303
2086,Ni,refined_metal,ROW,EU27,0.2081347783662218
2086,Ni,refined_metal,ROW,ROW,0.4095941283081478
2086,Ni,scrap,CHN,CHN,0.0
2086,Ni,scrap,CHN,EU27,0.0018930756094466
2086,Ni,scrap,CHN,ROW,0.9981069243905534
2086,Ni,scrap,EU27,CHN,1.4549126588909948e-05
2086,Ni,scrap,EU27,EU27,0.5263503152028316
2086,Ni,scrap,EU27,ROW,0.4736351356705794
2086,Ni,scrap,ROW,CHN,0.0167796129014816
2086,Ni,scrap,ROW,EU27,0.1430408377823348
2086,Ni,scrap,ROW,ROW,0.8401795493161835
2086,Sn,concentrate,CHN,CHN,0.0
2086,Sn,concentrate,CHN,EU27,0.0004900171025576
2086,Sn,concentrate,CHN,ROW,0.9995099828974424
2086,Sn,concentrate,EU27,CHN,0.0132634342816005
2086,Sn,concentrate,EU27,EU27,0.1177108174936125
2086,Sn,concentrate,EU27,ROW,0.869025748224787
2086,Sn,concentrate,ROW,CHN,0.7198121857664451
2086,Sn,concentrate,ROW,EU27,0.0045644194003885
2086,Sn,concentrate,ROW,ROW,0.2756233948331664
2086,Sn,refined_metal,CHN,CHN,0.0
2086,Sn,refined_metal,CHN,EU27,0.1269214378918029
2086,Sn,refined_metal,CHN,ROW,0.873078562108197
2086,Sn,refined_metal,EU27,CHN,0.0019308422827321
2086,Sn,refined_metal,EU27,EU27,0.76094453613886
2086,Sn,refined_metal,EU27,ROW,0.2371246215784078
2086,Sn,refined_metal,ROW,CHN,0.1390520498122988
2086,Sn,refined_metal,ROW,EU27,0.2305191388863352
2086,Sn,refined_metal,ROW,ROW,0.630428811301366
2086,Sn,scrap,CHN,CHN,0.0
2086,Sn,scrap,CHN,EU27,0.4720886573663708
2086,Sn,scrap,CHN,ROW,0.5279113426336293
2086,Sn,scrap,EU27,CHN,1.5788467682462255e-05
2086,Sn,scrap,EU27,EU27,0.9365753347372956
2086,Sn,scrap,EU27,ROW,0.0634088767950218
2086,Sn,scrap,ROW,CHN,0.0064160816937945
